identifierHash,civilityGenderId
8535509583005227e3,2
-893872088849298e3,1
1465685105536665600,2
-2929028216284505600,2
2284139718291186e3,2
6712568760404175e3,2
5357809167075594e3,2
-3911823911944258e3,1
-7720206110827291e3,2
2219817736923588600,1
-3191224373101428700,2
-2903571033413986300,2
-2199917187774275800,2
6882074173217389e3,2
3933570760761095e3,2
-4409193166971579e3,2
3397507782632457e3,2
-6791074820164029e3,2
6234701003050189e3,2
7424603587331831e3,2
-7652040347655351e3,2
5670491470762553e3,2
-6557381735049849e3,2
7465915099343903e3,2
-4311866130202915e3,2
6654575783605646e3,2
8139386054809106e3,2
2749757890517889e3,2
-1169279514673852700,2
-3737273490406392e3,2
-6478299794971144e3,2
-4000921411814809e3,2
-6066788245987203e3,2
-8720088310452935e3,2
-2919486231308902400,1
1089337577801727200,2
7829496567952495e3,2
-4699530173408943e3,2
7751360855825306e3,1
4616206181138989e3,2
1535721101923781400,2
-6029746505499621e3,1
2825123157324514e3,2
-8090075789061469e3,2
-3438644235959725e3,2
8184897954023662e3,1
198499816273600030,2
7381330708635711e3,1
-4396927661989496300,2
-320258355599293e4,2
-8386680954553786e3,2
-1840989561659567e3,2
4002887446589432e3,2
-3253340633385616e3,2
6620104532362618e3,2
-2429215088383126e3,2
8987917580425831e3,2
8844649653068891e3,2
3529336798553618e3,2
-4614918891144793e3,2
6350855552261806e3,2
6946323990573334e3,2
3329238588655522e3,1
-6793905863603393e3,2
-6646560392619311e3,2
6871063091029533e3,2
701479678843737e3,2
6597875838165025e3,2
7786331516547185e3,2
4844638026900806e3,1
7729823778652052e3,2
8064162243481855e3,2
1821378413788311e3,2
1496777507442888700,2
-3902218426752363e3,2
-8261407678249329e3,1
-1827346804368974e3,2
-7271185508827564e3,2
-8497508790235652e3,2
4204832841456424e3,2
-379260480825854500,2
-996893018131296500,1
5749186243477701e3,1
9146221562005361e3,2
-6095422565556814e3,2
602143480469739500,1
1213604952653405400,2
-7315280545837081e3,2
7965724688992892e3,2
2481200776327661600,1
-1918974637757623800,2
-789496708669882e4,2
463218251931570560,2
1613885430892345600,1
5658177946622579e3,2
5831990190430693e3,2
-8302546455933707e3,2
-7830082801339687e3,2
5767171248549417e3,2
485570998739787e4,2
-7357151019430872e3,2
-8978461863646352e3,1
3241682099831441400,2
8845409764638458e3,2
-3586574391523692500,2
9008546276161075e3,1
2525441776017512400,2
-7463019534776479e3,2
-566148718026721100,2
-888938208090462e4,2
-139913256168364050,2
8664695404975026e3,1
8726162694045551e3,2
872635298786699100,2
-8455370717861157e3,2
7991576781702265e3,2
3183037433337523700,2
-224531126262701700,2
-1380560164956046300,2
4327737387140109e3,2
-5068532566889415e3,2
-5458072323023218e3,2
8754993055263513e3,2
-4312399384088715300,2
-1319320901441973e3,1
1104740398038696800,1
826299520408067e4,1
3093966231675797e3,2
-3481324940852824e3,2
3895783563978455e3,2
8764393682837307e3,2
470861018789479400,2
5788169696105238e3,2
1154007741526801e3,1
-5088921968202678e3,1
8313240764313831e3,2
-3939395869168777e3,2
381392502382645700,1
2324975503782062600,1
-2476202482905934300,1
3557176435370875400,2
207955677591603420,2
4397853933457885e3,2
1348189149811439e3,1
622494815202938800,1
6886197599903363e3,2
-79302468978582e5,2
-8625517512366239e3,1
6927642703686609e3,2
-638132618904646e4,1
7780564856804796e3,2
2503208899498295e3,2
5388341628028152e3,2
5622311877855137e3,2
5663572601739441e3,2
5669988002724344e3,2
8751970168049925e3,1
-2.8087435810148163e+18,2
2656194540249846300,2
3094869178051138600,1
2076177330408816600,2
-6310412762352357e3,1
4913952624017823e3,2
1325854721607746e3,2
5299038548557413e3,2
-4716998672395138e3,2
-865553862355998e3,2
-9071113193793866e3,2
-1648518510445303300,1
-1827334469476553700,2
8423988612893243e3,2
-6325863051892219e3,2
-1771510676962612700,1
2863908862922886e3,2
415478852969181440,2
5583651037201437e3,2
-4124356434504670700,2
-6097395038590317e3,2
6115754030815473e3,1
1647908324196744e3,2
2221141542010104e3,2
2913456893878784e3,1
-9005972202997494e3,1
-5362734038203076e3,2
-7749063169415893e3,2
421431450522647e4,1
-8263644828248818e3,2
-5932296285993954e3,2
2080964343010534e3,2
5656304904567114e3,1
-78304489688193e5,2
-89197234825277408,2
203706228536492e4,2
562594359388618700,2
6452367365538327e3,2
3584016091321266700,1
1178473023599884500,2
7774388648969651e3,1
-5797488480951997e3,1
6256535430684637e3,2
4294898353307378700,2
-9141656681554167e3,2
3519250481340723700,2
-1679978107752811300,2
-7617224381798706e3,2
-3472054599771085e3,2
-6147723817127382e3,2
-8980859031190928e3,2
-194291927075273920,2
3670023825429588e3,2
-9079283385143807e3,2
-441656003788874700,1
7494302827181206e3,2
4237243142744079e3,2
-40520457395155e5,2
-3334483452910306300,2
4947689744032999e3,2
2464574999422979e3,1
-1576095592863585800,2
8937010390756896e3,1
7121295301858132e3,2
5463773173714422e3,2
-6027076541507713e3,2
660978175003696e3,2
-6788181707778734e3,1
-1648808732325599700,2
-4876889220860953e3,1
6040738765928788e3,2
654686817126326300,2
8722135540976215e3,1
2055271237719394600,2
823063184948733e4,1
-8923931682906032e3,2
-5314018767409891e3,2
-562646267852422e3,1
-2090429005727260400,2
-531385784005772500,2
8678375997813566e3,1
-7945648099517368e3,2
365887457274655040,1
6668453802579763e3,2
6157014287652135e3,2
-449530635610697800,2
-4157945950893731e3,2
-2638738863425462e3,2
-603349353941907e4,2
-509113427908018e4,2
-317107801620401200,2
-7697248629288203e3,2
6209836674582807e3,2
6959118080668893e3,2
-8981034141815155e3,2
43010368576742736,2
-1930688147906524700,1
-6665775498727991e3,2
5606093182828445e3,2
-4633637565847663e3,2
-8885433285668824e3,2
4535529622557909e3,1
5629816791298179e3,2
387321762739429440,1
4.2587259547995597e+17,1
-2738940886811027500,2
-3333688736660962300,2
6242825769714212e3,2
-5127476306109988e3,2
5072536386045745e3,2
8411917258213172e3,1
7741359024075562e3,2
887555069926651e4,2
5370753735991041e3,1
-1134850175681918200,2
-9080504623419021e3,2
6587574386891187e3,1
-2346306233193138700,2
-1418676062246131700,1
3552652791369430500,2
6411115122041154e3,2
-2106423299764837400,2
-7524015613445401e3,2
-6473868165505303e3,2
-5182385386501754e3,1
-8931581416772855e3,2
4648364104282504e3,2
8844425453447768e3,2
376879018217361150,2
5.1053251879068805e+18,2
-3599958908517023e3,1
8420195774982164e3,2
-1402861161187152400,2
1867281765463551700,2
2620513352591612e3,1
-555303113705147e3,1
4733551326391372e3,2
8036435727946624e3,1
6319018625064448e3,2
8126532842414029e3,2
7233601783892174e3,2
857139542507708e4,1
-6647997211536935e3,1
-1597195024319412700,1
-5025330365381e6,2
-688121184904598e4,2
781485979735101e4,2
6429422603746299e3,2
-2516706220148126e3,1
7398644727243662e3,2
-5445758992121041e3,2
-249973178023935700,2
-1759806841136465700,1
-3393740733623143e3,2
-9055671839726117e3,1
1388497965160533500,2
-7125967941637049e3,2
4956512292260048e3,2
7356435598661248e3,1
-1931050699661257700,2
2279149761654546200,2
2668498754272031e3,2
8495790465452155e3,2
6582655914037031e3,2
-630764746755565300,2
4767520862274966e3,2
2716100254587874e3,2
2243672547760408600,2
-456837484425356600,2
-2642645008618537500,1
8257663869976281e3,2
-915752713954138e3,2
-3918132657768228400,1
-8174177557980701e3,2
4314014802996719600,2
8836047636175314e3,2
3705501207193796600,2
-3363718147982431e3,2
2389965046413189e3,2
-6538021525763707e3,2
6703709766224617e3,2
4883349255222947e3,2
-6044213614576621e3,2
-3134498455314101e3,1
784369285977548e4,2
3290178183366889e3,1
3246494881322255400,2
-1962056115908703e3,2
-735313034106667500,2
4257433432730549e3,2
-4509203160071080400,2
-5530451076243071e3,2
3693904456359292e3,2
-5226097709229778e3,2
5463465548938937e3,2
-4382159527271278600,2
-3.4333612977099763e+17,2
-7414216592280991e3,2
-6115672936047533e3,2
4542024944067844600,2
7155101678026949e3,2
-1237316441720821800,2
-4456079668079576e3,2
-6568628655142619e3,2
-8668038883366408e3,1
1739217264091068400,1
3640770555330226700,2
-7493665206363242e3,2
-7716317547375412e3,1
7511502175568354e3,2
-4987412986670251e3,2
5520480341150972e3,2
-8261606828114067e3,2
4942425268177148e3,2
8286217888941886e3,2
4486270888070175e3,2
4410885327505859e3,2
-7933824530644747e3,1
-735322708451603e4,2
-7340873925031924e3,2
-9101453941849912e3,2
-8186938169377423e3,2
3470262628468788e3,2
-1462824843889080300,2
1982105894642154500,2
-975566490870774400,1
5670947903225e6,2
-2038656664971637200,1
6268169645961297e3,2
-6490013652615839e3,2
-6123566388633947e3,1
-9147841544096178e3,2
-8290939299335201e3,1
1626646886130077200,1
-5.5724657106115195e+18,2
-1195179374280643300,2
582965662367536600,2
7966870119141573e3,1
6031657184199369e3,2
8664811576694186e3,2
5328248025630015e3,2
8286494515548052e3,2
8847881821260995e3,1
9110930846580177e3,2
4042432984836459e3,2
6662218314397267e3,2
3804611633210705e3,2
-8162391949962836e3,2
-2.5528295518635158e+17,2
-5186023656532568e3,2
-3658574748712238e3,2
2607954539853775400,1
5116935125292032e3,2
-1380714003147897300,2
-8445564056421907e3,2
9059024948047493e3,1
3106990660392303600,2
8853861184300641e3,2
-7066392687455474e3,2
8660316748741211e3,2
-515675230083263e4,1
-8549873204467318e3,1
250586412755913e4,2
-1317963803925839e3,2
-1533226012107845600,2
3639239993112810500,2
-7412819357365769e3,2
8446710512873047e3,1
6276049449241905e3,2
628893490348889500,1
-1268223742352651800,2
588684421639642e4,1
-1219718929704848400,2
2394080004956846600,2
2442005216885625300,2
-5732311441106697e3,1
-5601527971092699e3,1
-802696547100788900,2
-739501446828499300,2
-7835111923330929e3,2
5996504312042103e3,2
-1675026734211552800,2
5334098823480521e3,1
-5516192830702385e3,1
6359785975636691e3,2
4639747159967811e3,2
-36994833191105e5,2
-3238202384047418400,2
1399492971331670300,2
8434077685945686e3,2
-2308755574572302300,2
894142257048611e4,2
-4285218460905412600,2
-3035861039792769e3,2
-6919136463282979e3,3
5267719463582209e3,2
-4321716021134516e3,1
8132206878167331e3,2
-1392272865254219e3,2
-511654780869004800,2
-3945968167780673500,1
1253174897922383e3,2
-6133394028196635e3,2
-1218905109879989e3,1
1230269520846031e3,2
2855935617074701300,2
480684933215762e4,1
-2860929473258860500,2
-4769014978814374e3,2
3288672220950165500,2
1141308317157833200,1
3636293861009379300,2
-983986469167215e3,2
-4858975726687336e3,2
5785730095996712e3,2
-2573332241054881e3,1
-3307887959545656300,2
-1638645917068258600,2
8022899455284546e3,1
-564411119634105e4,2
669269530540100700,2
430683641950518200,1
-6596943980874652e3,2
4566823791236899e3,1
-4454321853186122e3,2
3229183098656427e3,1
101637225452721870,2
2213239952957273e3,2
3278076774867298300,2
-106544795428350110,2
-2491612611936806e3,2
664155603941255e4,2
-8299862404989534e3,1
-4319934339181388300,1
1313604611533086200,1
-7293028200185223e3,2
2260158265871267600,2
2240472065276145e3,2
-8477718137380875e3,2
5300778221189753e3,1
4501855784934154e3,2
5.9687999940348805e+18,2
-8147123905488168e3,2
-1785585500488515e3,2
-1121512477974455e3,1
-4582362804866668500,2
-867502563290393e4,2
-2735531067090421e3,2
-2777745357633922e3,2
-2568690184375883300,1
8138286172729473e3,2
7557787638938168e3,2
6157318592486323e3,1
-673246754694159e4,2
-6210775635117501e3,2
5020399353647153e3,2
-8013977911582851e3,1
909762758058924e4,2
-2732363802444115e3,1
6244997784478291e3,2
1230278258534850800,2
284547011793598700,2
-1553058411286220300,1
-8543265540300667e3,2
-691261461881956200,2
6269347355433184e3,2
2640123189900588e3,2
-3754631653286630400,2
4647745480080816e3,2
1925275881856631e3,1
-2215907062505147e3,2
-8871419113496574e3,2
7170267692710996e3,2
-7114363350626343e3,2
7513322685187753e3,2
-3291158266438027e3,1
-5465789769551545e3,2
-1314534443399438800,2
4894568483713453e3,2
-756457880321452900,1
-6283707223514643e3,2
3510036002266445300,1
-5150073302310553e3,1
-1646009213419759400,2
4.5094842486420077e+17,2
7539732920995651e3,2
789464190099733600,2
6291388276553081e3,2
-5422342525947451e3,2
453130483131152450,2
-502659177807741400,2
-7651062062648023e3,2
2547292074553341e3,2
-7103023235881435e3,2
2400038067572100600,2
-6647545256239779e3,2
-8495363308004152e3,2
-7054840010533944e3,2
4732633670137234e3,1
167516099216052450,2
2644442677747103e3,2
-290764971903371260,2
-273328404397129660,2
-3371853204016011300,2
-5929008897042719e3,2
8207312740720148e3,1
-8108501109980461e3,2
632373150514842600,2
4741567440272839e3,2
-8229906215509874e3,2
2650117086549816300,2
7597743699780196e3,1
-673213222595752e4,2
609707111839702400,2
2856709513322353700,2
-7280564008499219e3,2
1555734204247188500,2
-4561269585848176600,2
-4039604545653691e3,1
-3867993709814309e3,2
7340194098507885e3,2
-2409953781464899600,2
569345338550481e4,2
-2835671999316282e3,2
2468413729369126e3,2
4151018718061410300,1
-2977948632666225e3,2
1175677966732544e3,2
-6939392318195833e3,2
-4051176057112118e3,2
-5928568692818379e3,1
4224661722989507600,2
7815159132588928e3,1
-1111571633981484200,2
1758976314439895300,1
-9171079743576291e3,1
3559701387805963e3,1
1942912192576724200,2
6839949805445888e3,1
7661593176966985e3,2
-6022982168254099e3,2
5015406338311011e3,2
7385077710812473e3,2
-8623213352584964e3,2
-5592863682899784e3,1
-3528379569626396e3,1
5012471485915906e3,2
851965567538067500,2
-2160128212312242200,2
-3524066529609196500,2
-3105750425748157400,2
-3075945585597272e3,2
-5747708679471842e3,2
4822392641615844e3,2
-5201945338306037e3,2
-389396370753859e4,1
-6000949066273578e3,2
-4158282003649369600,2
-3151103348700936e3,2
-3004774278814753e3,2
-1851562573374923300,2
-540295505765103300,2
7151044127068186e3,1
2035025764644140800,2
-1676990185604948500,2
-3854145434685893600,2
156630452494623140,2
-3301541361392948e3,2
-9026294560266809e3,2
6193411800721426e3,2
9190413872371534e3,2
310189368665489540,2
730754948310779e4,1
-2994111134025066500,2
207235612568749e4,2
-5797379645775451e3,2
-6491548406407204e3,2
396439323672861800,1
-5559677718443539e3,2
589089790329615200,2
-4070750973396313600,2
-8492259732887183e3,2
4100160607569718e3,2
7115233254942867e3,2
5765620192263992e3,2
3730416478257203e3,2
-3032697767626562600,2
-5759317184885086e3,2
-667248500147599e4,2
-6898704114764507e3,2
8723879815632222e3,1
4412651604107387e3,2
-377240657460655e4,2
5553205604412866e3,2
3491211786308372500,1
-1833600850146087700,2
4853988245203589e3,2
-904748205480603800,2
-4239680267654008e3,1
2737126712010171400,1
6200109997131494e3,2
2314145127704173e3,2
-3712711031522591e3,1
4256749510722645e3,2
-1660873535536407600,2
-23675881809722520,2
6635516288238705e3,2
368743405646714800,2
931767379437408500,2
-7717855507731472e3,1
-634299822822238e4,1
-693162671668526e4,2
933894791755994800,2
-6067175574101154e3,2
8300028702858447e3,2
-8226336653577e6,2
1345039593506668e3,2
-3075397300001732600,1
1661076120354487300,2
-8351217002064267e3,2
-6658792034274074e3,2
9138373240910412e3,2
5279077883263029e3,2
2373815261882470400,2
5120242339258746e3,2
-3917263394178393e3,2
6135008049116246e3,3
-513982179408901400,2
7868295564410837e3,2
-5549268133165864e3,1
-2052622369300024800,2
-5071309136828837e3,2
6236324583151737e3,2
4823479752423016e3,2
6707547224422269e3,2
4114349886591729700,2
2818891357903144400,2
-7498168432718736e3,2
247722053717509e4,2
2803551353765807e3,2
-1415850746647707e3,2
4180348687881558e3,2
5858881408720379e3,2
7341589481017016e3,2
-6197512357435527e3,2
-1314729742525722400,2
-534114368300759e4,2
-5958537779076858e3,2
-6580718140942903e3,2
735943450456678500,2
6456602698679898e3,2
8058168454449218e3,2
-1607419965522953700,2
2704998998645062700,1
9047509579229886e3,2
3955266886368709600,2
-1199051347619268e3,1
-5715388632437157e3,1
-4145321341851863600,2
-3359995635718159400,2
-9176136086065024e3,2
7040810574235903e3,2
3122878806532691e3,1
8139900926609655e3,2
-3471308236405888e3,2
-5512083062009276e3,2
-242480781130993e3,2
856744759304350700,2
-5417023087910655e3,2
-682720051899228e4,2
-7527363494912549e3,2
-2914100318593673e3,2
8389714583179941e3,2
92178060352831170,2
-8764594614455161e3,2
7486383786733107e3,2
697723925065239e4,2
-3944483600442375e3,2
-4296927939794246700,2
-428707999441862460,2
9177523156904395e3,2
2237710819564098300,2
4289325419380774400,1
3555361799522967600,2
-8745419753021042e3,2
5014995172376352e3,2
8288160445070838e3,1
-1442908006779313200,1
-667306642606204e4,2
-1257079993669457200,2
1570966799707787500,2
461549617914298940,1
-5155072414455266e3,2
-7031615930961434e3,1
-1545281013270661400,2
6457185294124755e3,1
2918894544831951e3,2
7147119158734549e3,2
7958009301077563e3,2
4200598330760128500,2
-6114210675685065e3,2
759351705235005e4,2
-8365144118141305e3,1
-569862651251091800,2
-7703473282300202e3,2
8560635825540609e3,1
-5950968354055109e3,2
1829100248004847400,2
8644229365184859e3,1
-7238589584981713e3,2
-7868391835049565e3,2
-937972034769573100,2
-7348903309648243e3,2
3214320992465284600,1
5506215124243037e3,1
6672712502027273e3,2
-6894635552089801e3,2
-1794851341226429200,2
1286829903173992400,2
681914092891805300,2
-6552160546238203e3,2
5362294209133699e3,2
1909815185440571100,1
-971168198436403600,2
-868958245722044e4,2
-4488451312617422e3,2
-5565894239937092e3,2
2256212929160214800,1
6973900483692555e3,2
186240431816755100,1
2852069486133480400,2
5758541389220207e3,2
-6111123645274511e3,1
3058670817177792e3,2
9088679917307161e3,2
-2917253322415717400,2
-8602132535493682e3,2
175760420445323200,2
-1021655311034373200,2
-4451226620713600500,1
-7268217081295352e3,2
-6660587804765502e3,2
3204595825521849e3,2
-8183948221495786e3,2
5755594243734646e3,2
2961208190958033e3,1
4633981485355545e3,2
-1407313058589679e3,2
-8484659066148663e3,2
-882830058465909e3,2
-3897574389060563e3,2
731970549156715e4,2
-775863323661311900,2
-7608205283636121e3,2
749370922412569700,2
3851023247643280400,2
1410229968594250500,2
8912785391893188e3,2
2297636870212328e3,1
-3083512394451978e3,2
-210207265151717e4,2
-813761035020421e4,2
-296501266711162300,2
1281358474649052400,2
1038137882144410900,2
4038311518025438700,2
8424094328095203e3,2
-8338947074862918e3,2
-7905353421943336e3,2
-8791725593801965e3,2
5097214014050181e3,2
-7277274798147105e3,2
-4137726256882649e3,1
-3922996984064219600,2
-611247965966803500,2
7844271903498011e3,2
-3163209110747475e3,2
4674750740112667e3,2
7253273922589755e3,2
-4942436777626535e3,1
-1140447624158539300,2
8016349225855289e3,2
7463435461652851e3,1
587119823144028700,1
-2855996663746081300,2
2180440094516117500,2
-5066746914167196e3,2
8406252276811786e3,2
-5753990556652486e3,2
3909761979130000400,2
-134675260216410430,2
-3635626653469633500,2
5195146490298644e3,2
-4128014578959801300,2
-6156223491860694e3,2
4877679820085051e3,1
-7530625422464962e3,2
-6808188480973793e3,1
-2081727037952248e3,2
2065770555972500700,2
6578000702884467e3,2
-4679540918315014e3,2
5881917668819384e3,2
2235962892358927e3,2
-9171557911258364e3,2
-3716103008810942500,2
-1251592864441046e3,1
-8593894162925856e3,2
-8464998942982913e3,2
-4647851409953342e3,2
-6111572541377086e3,2
-2726811971907327500,1
9076657924825383e3,1
789310747238809e4,2
-2489493741830911e3,2
2133176635942093e3,2
8836573004312553e3,2
830766997883118800,2
-4746289952816542e3,2
7580435476506981e3,2
220560433367098e4,2
413585930233216100,2
7766378490378643e3,2
-1872561059743064300,2
-8354705459937634e3,2
2414255471580346e3,2
-538544603640806900,2
8145621726207077e3,2
-7069020029450905e3,1
-5366438004401517e3,2
7327705094434789e3,2
-8052236807987206e3,2
-6293074980884191e3,2
-4134500310936597500,2
-9065886321538958e3,2
-4407527428636388e3,2
4056572896072862700,1
492428646052487800,2
-4165938032029198300,2
7561054037873726e3,2
-6328207534178917e3,2
2367077962083340300,2
564390208166693400,2
-1142117415239107600,2
8813933667019168e3,2
-2039169642708290600,2
-8165638897984216e3,2
-2205853974501206800,2
-1996769462525292800,1
-6415970980474178e3,2
-5545306696085621e3,2
34398903229667208,2
4921483191855695e3,2
5915790446242861e3,2
6664233388750751e3,2
2688675689191418400,2
3632656246750833e3,1
4131296903599030300,2
1170498434028668e3,2
-913815130084439300,2
-2096511715959519700,1
-7833775235266371e3,2
497758412803792600,2
-1344067277985355800,2
3070373039490563e3,2
-4877374079039885e3,2
7294165384989767e3,2
-7516430939265545e3,2
6275379931508624e3,2
-8294360436551481e3,2
3191224109440361500,1
3564636345046576600,2
6311768496347432e3,2
6408716600739895e3,2
-690434868313081e4,2
5636582564821458e3,1
3585476228393343500,2
-1693966728813345e3,1
-2786112195221876700,2
7696893287129332e3,2
-3742741461580859e3,2
4.6305211585109683e+17,1
8095053679067704e3,2
5562057530547069e3,2
9101408580239054e3,2
6303851590065566e3,1
-5653623563769401e3,2
-8534502162556959e3,1
808105776272833400,2
-6452571572447402e3,1
2.2216348696531722e+17,2
9087904050025677e3,1
7210639863951014e3,2
3654655352227654700,2
-4558128468971203e3,2
-5087919462901957e3,2
2086510770907342300,2
3117524194431607e3,2
-706539923704110300,1
4951629566432733e3,2
4871558747545995e3,2
8107875456318353e3,2
-2333346742044402700,2
504388566002793e4,1
2200418093911393800,2
-2755844043902989300,2
-8353883462338641e3,1
1355098518942614500,2
2953897874833134e3,2
4193488416353064400,2
-3066386802722477600,1
8975220508846951e3,2
-972862897540455e3,2
7086533152029828e3,2
-694664393621145200,2
4291717031131845600,1
2.0354860869336682e+17,2
432436032230389e4,1
-2234491994186035500,2
-910593460533487e4,2
6464776843788488e3,1
8255870103324379e3,2
855431436728449e4,1
-2931921496485043700,2
-1977967167936671e3,2
4911705728737609e3,2
1765302051182251500,2
-7245009123123395e3,2
-8726220474339012e3,2
7733016918967725e3,2
-7933343458768946e3,2
-7929989209958508e3,2
-6307012598886614e3,2
1420699186321919200,2
-1636184435537729e3,1
8801477244786212e3,2
6990336069226311e3,2
-5741572217562595e3,2
-501843517870595800,1
-628969383966929e4,2
-1544046167572731100,1
-7520983805133976e3,2
-7201055322150992e3,2
5834610637959347e3,2
-2813585857714435e3,2
1330456509642616600,2
-8912655220933681e3,2
6237743058034218e3,2
85297599538847840,2
-4624686061986537e3,1
827453180161318e4,2
-8678930440488978e3,2
7234431762054961e3,1
-5371666339064578e3,2
-806814015244804100,2
-655044286414171400,2
3685154420476938e3,2
308641780827182850,2
-6879602234665078e3,2
8334803132278993e3,2
-380380175524585660,2
-763022905950652e4,2
7248282787143789e3,2
36793631812944e5,2
4045952134356237e3,2
-4283439964534927400,2
460083529534335e4,1
5045585751204248e3,1
5399240035457133e3,2
-634358445856479e4,1
-6650279110115801e3,2
1275864238654830300,1
-6657063874265096e3,2
3288631696796265e3,2
8693825972692327e3,1
-3894874278455256e3,2
-9056287730918747e3,2
-3298349646413828e3,2
3918046504291723e3,2
-4231620545971259400,2
715337218665085e4,1
-4319227849640812e3,2
-2734509991818887e3,2
6677555608671758e3,2
4456045542241399e3,2
-1936804005442946300,1
666065186831041e4,2
9089048797082174e3,2
747116236453835e4,2
7017220842977411e3,2
-3203660077611943e3,2
-3535264561181127e3,2
9015106670105317e3,1
6309275804275609e3,2
-6226270836842454e3,2
-3976502490399919e3,1
2254480573051501800,2
3733817949489074700,2
-1274661332781443600,2
5153861858958127e3,1
9179768903771589e3,2
3806116482181069300,2
-5518946499421797e3,2
4458629812415487e3,1
1044921897081932e3,2
5291958097463993e3,1
9013845246585927e3,2
-6020800855176351e3,2
-1847720998667057e3,2
614335550605338e4,2
5226058254070788e3,2
-5874641094349165e3,2
2118905982287516200,2
6913797149868782e3,2
-232025429347631e4,1
926493528522465700,2
-8869477803711199e3,2
-7230178479911078e3,2
-4532074706141932500,1
7606240104326381e3,1
-1085311776975671700,2
5470614296906715e3,1
-7342543720437948e3,2
9126857480611351e3,2
-8707931222516505e3,2
-3754027632111979500,2
1143031040259426300,1
-3415478104429760500,2
-8219867183885732e3,2
-6325484438297155e3,2
8696275763741055e3,2
-8461718878213825e3,2
-1321366018360673800,1
4419427985713342e3,1
-3387064751128575500,2
-706364387754065e4,2
1843732566909291e3,2
-6363283985626394e3,2
4129768812858608e3,2
821157731227572500,1
2084014093766471700,1
1542895624301017e3,2
2906828067703983e3,2
6763755712904303e3,2
8279042279318089e3,2
-7944414310013439e3,1
-5771268590694715e3,2
-1778854492023790300,1
-8.0480608141436805e+18,1
-2619323536048146400,2
-2378504382755301400,2
3287948071766678500,2
-2134012474950732500,2
-8615307557364157e3,1
-2305013377812490800,2
-8571482198799655e3,2
-5700528207475249e3,2
-1299118171264725800,2
550589815884049200,2
2294933451167562500,1
-3408901315677340700,2
-2310790484120811e3,2
8016680429607115e3,2
6652365272484872e3,2
3464690386007774e3,2
5192038397971552e3,2
-2212341755266061300,2
3911161773766862e3,2
-5653647157475252e3,2
-6984078181751213e3,2
-3786236406617644e3,2
4905106288624144e3,1
1080068092639010300,2
6469317156311885e3,2
549265502789859300,2
-5828588805152623e3,2
-8785015607660328e3,2
-780678941660758e4,2
-777283106777537e4,2
9185157130867241e3,2
-585120118615416700,2
651500827979279e4,2
5767270360987002e3,2
8647507999409385e3,2
-1797525871531879700,2
-4609747328099192300,2
5096256867554587e3,2
8822432015873794e3,1
-8093693058261989e3,2
8054132318350162e3,2
5341515788611465e3,2
3214320613567561700,2
-4300385775753536500,2
2492102272739474400,2
3448366486481474600,2
-9017556421527284,2
-1639258052045629200,2
-3155268276670417400,2
-1031096247023875800,2
5289179411039933e3,2
8126531325644174e3,1
-5196113358859433e3,2
5316841278158774e3,2
8056481615715892e3,2
-3550819474809686500,2
-6820309527097078e3,2
6476414071544304e3,2
200516071751934370,2
-8592471130086949e3,2
-6723674317535662e3,1
4660479883099772e3,2
-6404780980983171e3,2
-887352305875975e4,2
6498768095363936e3,2
8368946947851688e3,2
-2449676519706823e3,2
4486301702068925400,2
-9163353754197748e3,1
-7110748847945123e3,2
8933491055881063e3,1
-5002110506317069e3,2
-1693810101804976400,2
-3025676262465494500,2
-1484179675315814,2
-3041427725766414300,2
2962395567031305700,2
8838946843245649e3,2
-8234532872102347e3,2
-2634603456187728e3,2
-6235317783361161e3,2
5897597224991146e3,2
-5736435289313175,2
8926354742663604e3,2
-2888939414116619300,2
9082444002351188e3,2
-88537967903862770,2
141311469257704030,2
3983123020978093e3,2
1141968786062162400,2
-7763274061065897e3,2
2181226361702968800,2
-3197205772694014e3,2
-582066087309960800,2
1440479629008470500,1
-5857074790376495e3,2
6202913287577324e3,2
2339866628508046300,2
4507983746157063e3,2
536776453922132540,2
9177876357233736e3,2
-3779245084248849400,1
-9196765843104605e3,1
-5791974328560415e3,2
2572492493731631600,2
-835095428306098e4,2
69881559854295e5,2
6852555211937686e3,2
9016475972358089e3,2
5550629635442381e3,2
-4720816068559815e3,2
7800774075167826e3,2
2993195328163061e3,2
428647057395449300,2
1182503239395173400,2
-282810506569086e4,2
-4220212010956396e3,2
-6056411758132165e3,2
427313825983437440,2
1351578620705128e3,2
6764736389668699e3,2
1202716865307980300,2
-5685692731603723e3,2
3508861681469398500,1
-4749485151988709e3,2
-4618046787392388e3,2
6351374599576294e3,1
3442846167074569700,2
4750005705753517e3,2
3939141850283917300,2
-339104682234472e4,2
-4699511873297044e3,2
4163812773266018300,2
-415859095850463800,2
1618118749135988500,2
-8468177739345109e3,1
4285173908101073e3,2
-3824060401095358e3,2
-1207205407493672700,1
362683984637069440,2
-3690747971039124e3,2
-4283716107023990300,2
602442292303417600,2
-4378156637197906e3,2
8491594204915496e3,2
8417863281055971e3,2
7597170324769223e3,2
-3143509834228864500,2
2141419960564327e3,2
-6093208003065524e3,2
5809780908857929e3,2
-1147878535706242800,2
9059266491862204e3,1
3348242607385724e3,2
386316486470849660,2
1112304134998801700,2
-3207806362712169500,2
-5933750445184805e3,2
-8946226298277586e3,2
-2303947729946003e3,2
