identifierHash,countryCode
-7136700772718921e3,fr
-1910539142916946e3,us
-1364820875657846800,dk
8233842984363699e3,fr
-3073475313598455e3,nl
53616016883022360,it
8178160233878827e3,be
-5842771734554546e3,de
6589155915780415e3,ch
7771271881401299e3,it
-7469324459840207e3,us
-417950710209178e4,hu
-3559198868612901e3,us
-7248926590274351e3,nl
507551222075806340,fr
2328230598988031e3,se
-1042054790697439700,dk
8498987342951669e3,dk
2729562744133809e3,fr
-6184872661083642e3,fr
-3097089022836986e3,lv
-8963272646703293e3,gb
7113791836771242e3,ro
-7374964839464647e3,ca
5533704749399182e3,es
-8073245805029956e3,it
-3524423068615274500,gb
-4550211984737607e3,es
4598146420403079700,fr
-114409097797566300,tw
-6997400118371443e3,us
-107095633099396740,nl
3211348615207150600,gb
-6303935260409575e3,fr
7956461398147578e3,be
7637412768490394e3,gb
-3855370988860549600,fr
1916493139210588e3,fr
8563393050246798e3,fr
-4500692616423793e3,fr
2112987378600964900,it
9048593783677968e3,fr
-4458661498981501400,gb
-2160490147907977200,us
-4489621506413431e3,kr
-1438853416121481200,gb
-6167975154704292e3,us
1107198080720430800,fr
-7674708828370463e3,de
-9155796780227623e3,fi
836661848694959e4,it
-6566720729682894e3,ro
5871540572289157e3,us
646418303821232e3,fr
3255032731020505600,fr
-667928586978877e4,se
-3803203609333689300,br
-2669551786592204300,it
1652323217383633400,us
-238553833157365570,us
-628066218978427e4,gb
-3521491888232561700,dk
-2446679129202918400,gb
4135715879134963e3,au
184839510043116260,us
-9122451963337275e3,fr
-8229640390356339e3,fr
-7477072193246524e3,gb
-8146137931319471e3,es
-1908873583044433e3,se
2378328535941371400,us
-7256141724070422e3,se
7191791353058783e3,gb
6870270763102084e3,us
1725299027609368600,se
-5194809057028148e3,se
872676156553346600,us
-1878794369593611500,ch
-8868759516103959e3,ag
-1044681101033228500,ru
6085783749357764e3,us
5.5624977247433605e+18,fr
4705199420108484e3,gb
489334130979391300,it
-9136325450037452e3,fr
-5638812326011775e3,dk
880452699491783e3,fr
-416450448359160100,fr
6101811301963997e3,gb
-4174376685214945300,es
7787040431057776e3,gb
-3096147856012679700,be
6697662904108258e3,it
-1370695524139302100,fr
7917030139288045e3,fr
7356661339929444e3,se
-8013732174965879e3,de
4958670806969997e3,se
2227507372686985200,fr
148331731094333280,mx
5772483438803644e3,pl
6856408258537112e3,us
5955780370896374e3,de
30185052866831224,gb
2648275886172643300,gb
-4919285140788348e3,fr
-1052995362434461200,fr
83962041397521600,be
-6848459169614025e3,de
3017227434005632500,us
-7645344966696736e3,se
-3985250240427408e3,fr
-552550456045731e4,us
-8691765971945638e3,dk
3321493985398485e3,it
7464829207658866e3,ca
-244834333898390660,us
8199264767120066e3,at
335520677215765e4,fr
8892809629088674e3,us
-4107176203235522e3,ch
376539573750485e4,gb
2395072240288156e3,fr
759225880213735300,se
3.3226098730999357e+18,dk
-9159318822604448e3,fr
675678636135457e3,it
-5359313516290644e3,fr
5326067162470525e3,fr
-79998074561801e5,es
-5191024250301065e3,fr
6706141843200717e3,fr
-6271599532654716e3,de
-6095245293632623e3,at
586697593432306800,it
-691525670887254900,fr
7049278589648972e3,fr
1127804878415417900,se
-9060327660409417e3,es
984942384465477900,fr
7153006887961799e3,gb
-1531105853595719700,se
4428129395563948e3,es
-5324633089914583e3,it
-6534214709350082e3,gb
-3880738384204253e3,fr
8524484636724158e3,fr
-2645179694313367600,gb
3588753072770166e3,de
-6110251231477363e3,se
-7315667299584397e3,dk
6266334084269809e3,de
-1017414427860023300,fr
8588968476661605e3,ca
4950120002908943e3,de
7173232810974753e3,es
-7533092277134191e3,fr
4346409944470997e3,gb
-3447424292785579e3,us
-3364899067936714e3,dz
6383707913592212e3,fr
-7632100276770583e3,tr
-1048324539694593900,fr
-3365525174058015e3,es
-824153218947414e4,fr
-6234228038226177e3,fr
900547778402243e4,de
-406226518200534300,de
45591803007858930,fr
-7218786176443378e3,de
-1721033804678675e3,fr
2455521298810203600,gb
5509689860473538e3,fr
-440096057906209e4,fr
1414663069672517600,fr
511072822010059e4,us
-7676708510036041e3,de
4981429670126414e3,fr
4544121428719608e3,us
-2.6199602598518717e+18,gb
4148208397077002e3,fr
1034050644378772400,gb
5178053987292312e3,ch
5513611273642156e3,fr
-5671530245730034e3,de
4985053102890002e3,fr
-7012994678033981e3,fr
-7452836400121006e3,us
-3866122374273236500,us
1673047243809379300,hk
3144531355093619e3,fr
-4987590611356222e3,ng
-3295115239309144e3,fr
-6446676404192031e3,es
-1315683485196930800,au
-4761076185787245e3,us
-3278100505688988700,fr
2642410116928025e3,es
-477979012633234e4,fr
-334421290240264e4,ca
-4046504333342075e3,gb
5908164030103286e3,de
-3858615737805868e3,cl
-588974985303449e4,fr
-1741413301584773600,fr
-1694639098406900500,gb
-1583114238503463400,us
-2352446798532800500,gb
-6949697892054574e3,fr
-355859680281303500,fr
-1352773634013326300,us
-3694759149859414500,gb
2049842867541769700,fr
-3373182464246179e3,fr
-170346421787192300,nl
7943560258454256e3,dk
-2110906345948756e3,ie
-6138618116704441e3,fr
7929496446792565e3,it
-6571990026883025e3,gb
-1552303994361481200,fr
-6365823401772103e3,pl
1374006578494684700,us
6211704124654987e3,de
6.0684427400233595e+18,fr
8055499031403644e3,it
-883623161761661e4,gb
-1197992896216372700,fr
-5912373271490646e3,us
-7782509973306249e3,gb
3019104770349532e3,fr
7457552459806107e3,it
135721174543354e4,fr
-3381810556383143e3,bg
-8235404206563398e3,fr
-2231869418221099e3,gb
-755872094879099e4,fr
3977409586273001e3,us
886018758874434e4,de
-296051639467615740,se
-802791509936084e4,nl
-2643419739551656400,fr
-384712236506077e4,fr
613687983133232400,it
5357355209929174e3,gb
-1693614897680956200,dk
-6322914036915708e3,it
-2518591774273464e3,be
-5525524018503703e3,fr
-3170921065952037e3,us
-659244822680127900,be
-8040897430541021e3,fr
337645373570874600,it
-4398861333912048600,pt
1191822973754521900,sa
-1157588076272105500,ch
-6917625868418726e3,ca
-9079803089502124e3,fr
7598283772178017e3,es
9093147481350261e3,fi
-1860230252054805800,gb
7353531912664791e3,ro
1351158440021995e3,it
-7742358918063403e3,fr
-8047513078621404e3,gb
-3576097336735065e3,fi
-2236102919974361e3,bg
-8318947295996738e3,gb
4663000596813678e3,fr
1153662576914409200,au
-7891593643104539e3,fr
1917364500322957e3,de
-2183383608275438e3,de
2416586063923719e3,gb
2135450039272986600,us
-7713895163103005e3,nl
6468566851556762e3,it
-2116194632330222600,us
-3015162961215994400,ca
-2.6811396280529603e+18,us
8939325756110516e3,gb
2140498600440555e3,qa
-1801432090243080200,us
731920751688940800,us
-2599434948647299e3,it
-835949305128634500,fr
-3773017370900418e3,de
2786529000032749600,ie
-770321172955405600,gb
6483458010585068e3,ee
-85266527939165e5,ie
7628054206795168e3,ru
7302963822157068e3,ru
8432572634552957e3,dk
-6435790312739651e3,gb
6483744813976361e3,de
5351103642017929e3,dk
814427277353522e4,nl
2008966406697966e3,lv
-8947023703403506e3,au
1915321012653575700,de
649916030869928e4,hu
-835289470897783e4,dk
1647261773408657400,gb
7474839386020989e3,fr
5808427769435378e3,us
-6174824781268321e3,pl
2840071731168292e3,de
-3981638898625102e3,se
5910704109474162e3,gb
-1709157723505055700,es
-5539589877061928e3,se
-3840233213454468e3,us
2528740168286382e3,nl
-802389202520300500,us
3790312273406884400,fi
-6794352728680444e3,fr
2500621814842099e3,it
6796373176082953e3,us
7126385816616767e3,it
7576783016887117e3,es
3466837233838358500,dk
6541016503165481e3,de
-7392963423556941e3,de
5571616351137897e3,it
1954773894126696400,us
-5114116001504165e3,fr
2213790663359407e3,ro
2936092355694935600,us
-2537990537470464e3,us
-7874091850214542e3,us
-383591978595032100,fr
3030730969954363400,us
679651977375926800,ca
4965237492910236e3,us
-6679625784302635e3,us
5290755937285329e3,au
-7723508650491803e3,hr
1136380996930133800,it
-8189473571219628e3,ch
974053348911352400,gb
7545863164437602e3,at
5267860424013143e3,fi
5185118006378535e3,it
-8115883643246303e3,es
-1003948660519672200,gb
-5189450541013929e3,de
7384844356357285e3,de
-4562963867349371400,de
2152908172373508600,fr
-3889143501768012e3,gb
-2942231012901689300,fr
-2038174786082804500,fr
-793215460281626e4,cn
7768176007011092e3,de
3334629364609425400,ca
-7614574473615915e3,gb
-5849585175118213e3,fr
5982173791849917e3,ro
1904747056130623e3,fr
921903038029102e3,it
-2026202764657004e3,nl
2476703777473405e3,it
-3366342809524314e3,gb
-1059722157112557400,se
3548404826777487400,fr
-2497112963539312e3,it
-3561330491501602e3,it
-7799330233261326e3,de
3782548577146268e3,us
7119007565809392e3,fr
7071244229662793e3,de
4378190360225547300,lu
7899999834960308e3,es
-9155467957682556e3,de
4434657480231366700,de
8821141609762044e3,gb
4402292719032881e3,se
1790069306953907700,se
-186835812084256580,us
197107897442520260,de
-1472598334844628200,es
529597893711621e4,gb
788980874861866800,fr
1819787812192755700,it
-548647182701937660,de
-7509315656185043e3,fr
-502888884645791e4,de
-8096771981114956e3,us
4669558481512473e3,es
-4738438807970654e3,au
2534184902054202400,fr
-892967729316536200,us
5695014674227771e3,it
7913715917592715e3,us
-6379830259747337e3,de
5399818009290391e3,fr
1642798511117206800,us
1026203677598681300,gb
285602040745087520,fr
3534155350354302e3,gb
-30215644935816992,us
-2564239749070778400,it
-8292746539603053e3,re
1393073188686018300,us
-536967610172531140,at
857719892852393e4,us
-5733498315841236e3,it
752268710077572e4,us
1512668127818767e3,de
-6536580456104225e3,ca
-1214905678322522e3,us
5000573977736986e3,dk
2610374119562141e3,it
5924187598124857e3,be
-7857473970272783e3,be
-1930630717863676200,au
-7329782217024123e3,at
-4959494822528631e3,nl
-3573477459902828500,fr
-281699088541580770,es
-601779708195415300,de
-6412331086672563e3,de
3764029359509035e3,fr
-3834552813508342e3,us
3527984793630451e3,fr
3.9064610570158397e+18,ca
447158057321926e3,dk
2355562676264975e3,us
-4865116738765111e3,us
-2489891347011335e3,es
4603460018728789e3,fr
-5888144742460046e3,ie
-1766873805607093500,hk
-9064626204938956e3,gb
-6727895565905253e3,gb
7943691586464613e3,es
-4208750387996289e3,ie
7883886467017439e3,us
-2222987348367146e3,at
-5981963850513386e3,us
8283706191915976e3,cz
-5959864343226892e3,fr
1231880099395683600,es
8853504862257508e3,fr
7396981795021538e3,se
3.0029708014862397e+18,ch
843860858494656900,fr
3857131211904844e3,de
322558830851215500,fr
-7435024545145763e3,us
5633581490773126e3,nl
-1362494749552397300,us
-111926740216830500,gb
2455293194713847e3,us
4653144451868098e3,us
-7324720827829125e3,us
5627339156463975e3,us
-7554646552575666e3,us
2696960401498845700,us
2961528772393933300,ca
-350396206185582660,kr
6002771697060665e3,us
2613750997328186e3,us
-930806999482293600,us
594683600712585e4,fr
6376898103640182e3,us
1849082276354397400,us
-9064446206750909e3,es
3666133075362055700,de
-8873499026943477e3,gb
-3924769898869195e3,fr
-521982672425857660,it
-6819809713123332e3,fr
9025056152047423e3,fr
-8519727554890621e3,fr
-6352596084298902e3,fr
4364499612304082e3,fr
5357399668501735e3,de
847644165126201200,de
5296879012209901e3,fr
-5795155118398889e3,ch
-5373125851114421e3,de
-751799770230524e4,nl
1548961107128852e3,hu
2137797106641376300,de
4785019203465177e3,de
-7613513669454638e3,gb
1768282981946731500,gb
3833034552774462500,us
-4187998970704694e3,gb
-4575519758576777e3,gb
4410243409596879400,gb
7994053217620986e3,nl
1681357920090626300,be
1688312871335435300,cn
-3947496165510290400,us
8413602569272698e3,gb
3548675240111458300,us
-7692049769968097e3,us
-8169823317690954e3,be
-1188390682451355100,de
-608082638518609e4,fr
5123265674046317e3,it
-731779777283162e4,es
-3743060422761513500,se
-3141415722091961300,it
-7789915278359314e3,us
-8159731959259437e3,fr
3501198391213352e3,fr
8395505842864493e3,us
-744419862062785e4,in
3867327667746765300,us
-5125259059829437e3,us
2509700606912188400,de
8083772398752428e3,us
-8024643596528629e3,us
7896632410963077e3,gb
46827099866514e5,fr
679911353139934e4,us
5468941389272734e3,fr
-7329979027695871e3,de
-1777850206943937e3,ca
-3682126477776009e3,fr
-4362723285094088700,us
5939233199054389e3,fr
-8089139834933171e3,fr
8871903438844291e3,us
-4400360208553496600,cn
4268350672151544e3,fr
-812088563314948e4,at
490612802072452200,fr
-6073156818230789e3,fr
3623281317299740700,us
-3836780286860497e3,de
-4157939883597356e3,gb
2642569138506070500,fi
400042960404037700,de
1872208825877516300,us
-5041747597571371e3,us
-2120194110667920400,tw
6209040278553936e3,gb
-7060226431557918e3,us
892161131634426500,fr
1553694430033676800,us
1578913625661776400,us
-3504082776757106700,gb
5660113156437342e3,hk
5691202430300614e3,us
-6927759318633421e3,us
-771532274035886300,gb
2405413667665320400,be
8982637172496175e3,us
-8540344354884545e3,us
6607925555127567e3,fi
-3318098906836495e3,us
-5466725560602319e3,cn
8640630164291064e3,us
456281353118868e4,vg
-3198097135122184e3,us
8708140734149357e3,gr
4.9289490488603283e+17,fr
6943161456595041e3,es
-3687326326074880500,fr
1317552429141629200,gb
-6282997151838839e3,de
-6704004859180765e3,gb
621622958121601500,fr
-3074171162978703400,fr
995480984754451300,de
1914382579896689700,de
-9155252316927719e3,gb
-533446407759541e4,fr
4967262549485207e3,dk
2803000755734927e3,es
27161914386317e5,fr
4798712044480423e3,lv
-1648456369862734800,us
5577190764903933e3,se
-8303955374031392e3,fr
-634241868975034e4,us
4026723479706437600,us
1297301456222027500,us
-796149341363835400,ie
-6206149282979235e3,de
-994833967175772900,fr
7027307052255375e3,us
3935539670762644500,fr
-8803876582741448e3,us
8832341055258512e3,us
-7238038103707232e3,fr
-1058057582323954200,gb
-2225376662553160200,be
683474549619586600,gb
-6830915947775462e3,fr
-1428731646991540200,fr
-5481962303572202e3,gb
-2053654006367594200,se
-4550410788527339e3,fr
-4154761871233897500,es
-4298433148344819700,it
-8155051116434608e3,tn
-8437017497809622e3,fi
-5611455253225456e3,es
8499815896221919e3,dk
-613011854435506800,fr
4095316679896128e3,fr
-5734098498808663e3,us
6013731116697334e3,ch
8718627700907876e3,us
-2071893452313487600,es
482920225532145e4,fr
5405472128401246e3,fr
595571153283335e4,fr
20346509776367336,us
-6103138084283718e3,fr
574459819034621100,gb
6838278161433586e3,se
-4713677696666249e3,us
-1166632088170738400,ca
5472559783998393e3,fr
200350550930385e4,us
-1184755091278857700,fr
-5307677855661466e3,fr
-8979075124767233e3,fr
5213860907377857e3,fr
-2954599631903805400,fr
7426283732719456e3,fr
3201382481812727e3,no
773910790181349e4,fr
8915854789037939e3,us
4256560258693432e3,es
-8963160344435526e3,gb
3319528277591353300,gb
7780878909000418e3,ca
-48785758478941e5,de
-1460726015649484300,be
-3070228118450017e3,us
-1010836693167292400,es
1664443753106917e3,es
382710506732687040,ua
8910371653432905e3,us
-6519861063162533e3,de
7374302354174441e3,gb
7314537432422961e3,us
3661906850104923e3,us
2007389866529568800,fr
8392333135037994e3,fr
-6237993646891139e3,gb
-5707334950078519e3,be
-487784372744804800,fr
-2247073377393497300,us
14392795750375588,us
960489101724416400,fr
5119077523831994e3,fr
-4048987027127157e3,us
-9123298575867896e3,de
853192410303269e3,fr
888884355789235e4,dk
-2599406464262837e3,es
968484363168784900,se
-2482790723065119e3,ee
-5401795917008354e3,fr
-6730306787039853e3,gb
-1959613051918619600,us
3993755255459835400,us
4950957972154786e3,us
1887636177878246e3,gb
-508646918870619e4,de
-392796954626605e4,de
7269449872732325e3,ca
1674047113399405e3,us
-149445386828429860,gb
1737634460075227100,us
3281692575909313500,us
-9073711914436717e3,us
-7944986061834273e3,ca
2884982279274866700,us
606061381462238e4,de
-407286507783974e3,gb
-8854785985221452e3,fi
3842840540969968600,es
115510446131982540,us
-7818789810335295e3,fr
-4120090396397795300,de
-5553265156174739e3,es
2358265803841209e3,fr
2188742267777322e3,de
3619559248230290400,gb
-7907247009581425e3,fr
5926516230464544e3,de
4469290956342398e3,de
3344343225459174e3,it
4271944019683825e3,fr
5048274547831469e3,gb
-89629620373536e5,gb
3194784684898670600,us
1810943068040403200,hk
-4364444847580157e3,jp
-3046489525747743e3,it
-2489652388536497e3,fr
7112752996737427e3,fr
-8458750582239411e3,dk
897316263366734e4,ie
2787819181067337700,it
8980957332926411e3,us
166493948569509700,us
670734949393754e4,es
1379557476424254500,fr
-335238168185176200,pl
2075322862120532200,es
63919285683894840,de
-4581974407057571300,fr
-1.4376898261857121e+18,de
742158998652870300,us
7327977836761797e3,us
-7948889661436283e3,dk
-5631016328659745e3,gb
-4732391544563127e3,se
4658611809667996e3,de
2578689580821826600,us
1608022572250345500,de
2370629877816272e3,us
620238557606078200,fr
542017421486107e4,it
-4717739661328368e3,fr
-1388656062839612400,fr
627424872648899e4,us
7135522244038446e3,us
-7710425193665122e3,gb
-6855478579988264e3,nl
8288569771412987e3,nl
-4473060779283831e3,us
714560422899020800,hk
5.3328402075154483e+17,us
-3424355949514696700,us
3781361776835856e3,us
-6254373021758126e3,fr
8385483656451047e3,se
1253754532079493600,dk
345337852364009540,fr
-6790327700765674e3,au
-4908502310773298e3,nl
6081034530609981e3,es
-6833987238020858e3,fr
3391959982392848e3,es
5889880609220976e3,es
8588075447989089e3,it
7234552053401893e3,je
963313818410797e3,fr
-552604934173701e4,de
-5278742825782073e3,es
-5903300661518975e3,es
5648399759888139e3,gb
5125938102975366e3,us
-4992280380287678e3,sg
2813551454292109e3,fr
-202572781376907260,it
6432772789713798e3,us
8604041521721089e3,us
4379958077271457300,fr
-5220501686645974e3,us
-6028144332776219e3,gb
-253486876658964930,es
1043840564123889300,fr
6235449171938907e3,us
7791060800680201e3,us
5205726762102929e3,it
4551971535904081e3,fr
-1021778333664303200,us
7260057797779881e3,au
6675809566230563e3,be
-346076538383844500,dk
211537312605908100,us
868484487061254e4,fr
-7703217569758066e3,fr
6774955916687978e3,us
629665800320264e4,au
6043566566253441e3,us
2208943441901989400,us
-8690597528882052e3,us
6515462667496269e3,us
567153575289304e4,es
907180034400414600,au
-7090171588362445e3,es
6692583852074453e3,fr
-1406391896504607200,fr
-1087442099209416800,us
5567961940613889e3,mx
3870817859096667600,de
6962013583654466e3,de
-498118464440955e4,us
1505894319357233200,es
5760293750823149e3,fi
2950593591492725e3,se
-1807773082361616600,it
5435154891759785e3,it
-2902952151387976e3,fr
5797118738094798e3,gb
-6292939882905343e3,fr
-2657694869157571e3,de
-6530216290197208e3,ca
-6972502458170931e3,hr
7338537417466946e3,be
-201911236268906700,us
5453792609199847e3,fr
-6279736177041261e3,ch
-8023965305340897e3,au
8892531458054125e3,gb
-4263194697027282400,gb
8531228763039076e3,gb
736378577263925e4,dk
-129414597926334e4,us
-6837029303006595e3,fr
1668372318298321e3,us
-2542197227439948e3,us
-7241011830223082e3,us
1574586809961608200,de
5499276469682341e3,it
-7207023779159435e3,gb
-1056458581924738300,us
-9116307446172043e3,de
7576553402907352e3,us
7977397278700744e3,us
3722207671348016e3,fr
-1758695944796752600,au
574801743169023360,us
-8345337966753262e3,fr
4688575536497886e3,fr
-2542311188130129e3,fr
-730882815662870100,de
-6589921961090114e3,fr
-4643935738796895e3,au
8478261697032387e3,it
-4297712680283305e3,au
-6231907465720053e3,fr
231604989101034850,au
2635899210230268e3,be
-322627712733192260,us
-1967064374306841e3,fr
3035147086992088e3,es
6063687745751847e3,es
3636671067117263e3,cn
-1599325354186973200,fr
2304701913863475e3,kr
-6498567753179748e3,fr
-1321049226655087600,gb
-1335039756530714600,fr
-7061026615124271e3,fr
542204304412197100,jp
2106275403548875800,se
-2627849757029502e3,fr
7905449630237948e3,hr
-6965980590051068e3,gb
-6141323732038124e3,us
-3366373691997955e3,us
2060779179904056800,be
-7698234732323442e3,fr
-4240449136904365e3,fr
-2709294831353665500,cn
-73484800457256e5,us
7625775767083905e3,au
3899861943356406300,us
5534324919360303e3,us
-8148143111552963e3,au
542021130870886e4,es
850094694321726e4,fr
-7238136092820675e3,au
-6633727627347452e3,my
443759286815988540,us
-8461464732258249e3,it
8014737442666286e3,fr
749778847818203400,gb
-1333572354100892400,fr
-5451793226135542e3,dk
5293467503674277e3,it
-4769716574081532e3,es
8085227437836747e3,de
244599708742651550,it
-2698360835422229e3,nl
9006868094143456e3,es
1841895933074938600,us
-8105061764402724e3,fr
4952021824264785e3,es
5287885058197907e3,hr
-4149513271023794700,us
241534770679757280,it
-2753053590024088600,gb
7631348198758867e3,us
-1984533040134815e3,fr
-33116931411131460,pl
-1376588552447828200,jp
-1034455647253988600,fr
-285654737263873e4,us
2251223358275794400,ca
3020217628434957e3,fr
-397355987130774e4,fi
5311582336536869e3,gb
-4326624197825877e3,us
8004946334759546e3,fr
-7805786217598915e3,se
6986692595140141e3,de
-7795121625436021e3,gb
-3602691818455890400,fr
-2793637714319881e3,fi
-8617134051708019e3,nl
-1877153252532414e3,fr
-959939222495076500,ro
-6472797146722834e3,de
-3088761706751859700,fr
-7435107444927873e3,gb
-5690474810401168e3,id
1980075183925898200,gb
7171210941651584e3,us
-6570705313480225e3,fr
964029200785475600,ie
3268120083238621e3,us
4147337780584560600,se
5826373302615325e3,us
-2959469696426202e3,us
7667390745102442e3,us
-3532164351878758400,de
624314869495152100,us
5757064942252005e3,es
-4202546381504701e3,fr
-5104125190265513e3,us
4907593053544657e3,gb
9137609444412734e3,fr
1641287467907906300,fr
-5702432475865753e3,es
-2471790649198609400,ca
5913953493130762e3,au
5716942976994664e3,us
8940712368633517e3,au
-5516897412785277e3,gb
-7004639698364384e3,es
-2407939012173455e3,no
-8968148673136882e3,fr
593369042476479500,it
-3359201987283894300,fr
-8714871712287588e3,fr
3343531150860548600,fr
-2872733110193612300,gb
-3598350851879752700,us
686914113310862300,de
2.1523932577825638e+17,fr
-4711860926070791e3,us
6350896521835125e3,fr
7355751005872332e3,es
2051835386115586600,fr
5877246449350717e3,gb
-6480438388996485e3,fr
565631698917766400,us
-792113669299207600,gb
592612154223977e4,fr
7627879804446251e3,fr
-4551119845325013e3,fi
8583186571489417e3,gb
-1214703282659089e3,fr
-4051913418130809e3,fr
-490060764206729e4,es
8289227795858474e3,es
-8762423457403536e3,fr
7737253979197899e3,ae
5674935588276342e3,fr
-5298677120008699e3,us
8902256213381545e3,it
5856748371864922e3,it
4121487376936494600,gr
3915582518029174e3,gb
8730790855673775e3,it
4264592389121076e3,fr
-146150985518321120,de
-4119490387806421e3,fr
205617176834460830,hk
-909982312108708200,fr
-7940031071001758e3,us
-2640764462266832e3,gb
7984742924629391e3,fr
588414236929101200,us
-5904672327588402e3,it
-8806451058028227e3,fr
-4957502878002164e3,be
2866300261583025e3,hk
-8364972568774231e3,us
4628143646604745e3,us
-7311288734770911e3,dk
-6598472358577392e3,dk
-8069467697202049e3,fr
-476333223553433e4,gb
3614764940917525e3,kr
2019954430075157800,fr
-8513708998161043e3,dk
7208526359124046e3,fr
2445207753875418e3,us
-3886592728898771e3,fr
2742047856438876700,fr
-1575860031384892e3,it
-3281940357318179300,fr
-8808733079491901e3,au
-6888324886270607e3,it
4374529405508816e3,fr
-8676825024716095e3,be
7989331947204211e3,gb
5825281916237212e3,it
6272117700692341e3,us
-7719197763841812e3,be
-6633114988678377e3,de
7329367123352147e3,be
-4138954636219915300,gb
-577929843038792700,vn
-1546461805731482600,be
613172203148859900,de
-784674241648879e4,fr
-2476933463729285e3,de
-2703884438614554600,it
-5704520064572697e3,fr
8991110415680432e3,fr
172388607944848130,no
1942589249207651800,us
-1256300244340715800,us
4108985520779075e3,gb
8571146804767794e3,gb
2544364692751496700,gb
-9153753462404233e3,gb
5305910004732766e3,nl
-3525563602663267300,th
-3162125046681134e3,gb
-1250187137361773600,fr
-860361781761475e4,fr
-244121052299999970,gb
7331945671735085e3,es
6343198093434042e3,fr
-7126104182520062e3,fr
5544113344815368e3,it
8119465304782434e3,de
-8562603789663825e3,de
-4454166175704145e3,de
-1569707421484027100,it
-6675231915452762e3,es
4369819585900060700,kh
-5886696083423764e3,be
8809838921362778e3,es
7573236245802076e3,fr
-2210569000969487400,nl
2321526285250279e3,it
4088913130259948500,fr
-7339028881519955e3,au
620562050463866e4,de
-7524467126404303e3,us
2605197969849587700,fi
2964143603234641e3,fr
-564621772276202050,au
-5249012164949395e3,fr
-7073527630375839e3,gb
118695981363354e4,fr
5015310349623308e3,fr
7574476457589377e3,gb
-8756367144253193e3,us
-2024045178877624800,fr
-2158547178420918800,se
5734688137412375e3,ru
2687021508399188e3,it
663635868715458600,at
2329364500324389e3,fr
7.7498901017315205e+18,us
5104948106243803e3,cn
8871306284030064e3,de
8339025332315304e3,us
-7197288289900138e3,it
-262010273871778140,se
-2275182781188450800,us
856546591047808300,hk
-5959014411999036e3,it
4151938314841190400,gb
3225412052389829600,it
-3607453898132115500,fr
-1068903074019291600,fr
-8373008405815592e3,de
6510506379975649e3,us
-8058281735376256e3,us
1361892243237555500,fr
1691985928379786800,de
-3819036852987777,gb
-8029385421005781e3,de
718457682239056e4,gb
3251332967638148e3,fr
1100588905886416600,fr
2628525410709597e3,it
2927095778875148300,fr
4978655266333726e3,fr
876517291769328e4,fr
-860757731056196600,de
-4356925211601096700,fr
-5983123551719486e3,fr
-5822984857788858e3,be
1.5274927107269562e+17,fr
881206866305072400,de
4331186722132603400,us
6958521715935145e3,fr
-7922175475207526e3,gb
1643013377618781200,es
-8650394145765975e3,it
812484170426645500,us
3865423499151842300,us
-6033877653297752e3,de
5454044488392936e3,es
-5909567587554222e3,es
-8041831203622646e3,gb
6312586292505166e3,dk
7239409862030812e3,pl
694898295172781e4,it
-408525702643850560,fr
7838159857587718e3,fi
-5694674238275121e3,gb
-9057433965027441e3,fr
5431448841855935e3,lu
6621148114192032e3,gb
-8971977566554686e3,fr
-320020802101785e4,be
-6899286052882342e3,fr
3207586271917672400,us
4229204251664612400,us
-4560341427891697700,dk
-6499101719798308e3,it
4726651173870632e3,ma
2030242595553511400,fr
-621850442864682e4,gb
-3865113833011473400,ch
8423842516601194e3,nl
-108750901650644700,es
1.1382228187714959e+18,gb
4378731749180026e3,fr
-5858245724659698e3,es
-4977604891722381e3,ie
7541107991356883e3,fr
-616018168067432200,au
7678857405031142e3,gb
6921297033976779e3,fr
-8633304630528552e3,de
7069579390398665e3,gb
-3576773069203494400,fr
5.5849831655292795e+18,fr
-77561416963582e5,gb
6808089385008824e3,gb
-6324185514300529e3,fr
7330973893949185e3,fr
926235632855437e3,fr
-1622360563831500800,it
3586323299775156e3,it
-2843139838754047e3,fr
-8830947895237507e3,gb
5293879021097292e3,fr
-5780858512641439e3,gb
991857560661261200,us
-4346996587682094600,it
-1475756510958366700,us
6813597969651374e3,fr
-4076370679765232600,us
-682861906794436e4,fr
-4291800106168802e3,be
1074843054931589100,us
-307605947225469100,fr
6994923170192444e3,ca
4081703229946107400,us
6408183594452771e3,fr
1946924218489365800,it
226161116042637e4,gb
3550278660928034e3,fr
-6396732167544996e3,dk
-3193286325857489400,es
-3377496162627845e3,gb
-2753499852334420500,de
2229074989932777200,gb
-2902711783538689e3,fr
-442591875775386e4,us
-8430590292244367e3,us
-2142711224319405600,es
873414237232657e4,us
1508292288020148200,fr
3150046940212966e3,se
-7785927748743533e3,fr
2010231645479886800,fr
-6279864757236781e3,us
-6422463705816792e3,de
169022978821162100,gb
-5852709211269128e3,fr
-4733357360981052e3,us
18120042233992040,fi
4693589154969399e3,de
-2485446225970062300,us
8491729562878691e3,be
-1173997636665300200,nl
2512843489541691e3,gb
-2859183321901558300,fr
-1174000642176469e3,de
-5546091951594846e3,gb
-9034358377653148e3,fr
-2183037721381869600,fr
1147369136574703900,de
8148894524463963e3,fr
-4640827759808986e3,us
8061208815421546e3,gb
-1761214867711039700,dk
8758084218513133e3,fr
6723648029491793e3,fr
-6298593423049425e3,us
-373505898189825100,dk
-6886907340210755e3,de
