identifierHash,gender,language,seniority,hasAnyApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniorityAsMonths,seniorityAsYears,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought
7252621174058682e3,F,en,3201,FALSE,FALSE,TRUE,561,106.7,8.89,3,8,0,0,0,0,0,1
6458134057911626e3,F,fr,3201,FALSE,FALSE,TRUE,613,106.7,8.89,3,8,0,0,0,0,0,0
9185560950101666e3,F,it,3201,TRUE,FALSE,TRUE,705,106.7,8.89,3,8,1,0,0,0,0,0
-6015760149497979e3,F,fr,3201,FALSE,FALSE,TRUE,477,106.7,8.89,3,8,0,0,0,0,0,0
-4269448455459425e3,F,en,3201,TRUE,TRUE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-8955577261113723e3,F,fr,3201,TRUE,TRUE,TRUE,147,106.7,8.89,3,8,22,0,0,0,5,0
-2414074540532662300,F,fr,3201,FALSE,FALSE,TRUE,58,106.7,8.89,3,9,1,0,0,0,7,0
8606205877156063e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
3382481808590065700,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-2595303711195309e3,F,it,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-7151996774674658e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-6209975030124403e3,F,en,3201,FALSE,FALSE,TRUE,15,106.7,8.89,3,8,0,0,0,0,0,0
-1471461126871973400,F,de,3201,FALSE,FALSE,TRUE,46,106.7,8.89,3,8,0,0,0,0,0,0
8038208800244697e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,1,0,0,0,0,0
6614204405604675e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
5787438323113032e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-4444649574023764500,F,es,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-567011396359092e4,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-3772972656523062300,F,fr,3201,FALSE,FALSE,TRUE,641,106.7,8.89,3,8,0,0,0,0,0,0
-7.0953017938089595e+18,M,fr,3201,FALSE,FALSE,TRUE,390,106.7,8.89,3,8,0,0,0,0,0,0
-419774727214799040,F,en,3201,TRUE,TRUE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
2394306622205329e3,F,en,3201,FALSE,FALSE,TRUE,286,106.7,8.89,3,8,2,0,0,0,0,0
754304187744650900,M,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
939105759860323100,M,it,3201,TRUE,TRUE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-8050764893749963e3,F,es,3201,TRUE,FALSE,TRUE,590,106.7,8.89,3,8,0,0,0,0,0,0
3073568120691747300,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
552567495473972e4,M,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,1,0,0,0,0,0
-5418807219083799e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-252513484832807e4,F,fr,3201,FALSE,FALSE,TRUE,603,106.7,8.89,3,8,0,0,0,0,0,0
-5095782412096633e3,F,fr,3201,FALSE,FALSE,TRUE,622,106.7,8.89,3,8,0,0,0,0,0,1
-6600053454409262e3,M,de,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
1261930681758221300,M,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
3862614214803321e3,F,en,3201,TRUE,TRUE,TRUE,703,106.7,8.89,3,8,1,0,0,0,0,0
-3993172662877963e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,9,0,0,0,0,0,0
3551371315698182e3,F,en,3201,FALSE,FALSE,TRUE,12,106.7,8.89,3,8,22,0,0,0,53,3
8528649110025849e3,M,es,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
5116650006925235e3,F,en,3201,FALSE,FALSE,TRUE,679,106.7,8.89,3,8,0,0,0,0,0,6
-4332512109402053e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
4765665435669431e3,F,it,3201,FALSE,FALSE,TRUE,625,106.7,8.89,3,8,0,0,0,0,0,0
3266417597089375e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
3777108028821788700,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-3268587809850611e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
6605681578739568e3,M,de,3201,TRUE,TRUE,TRUE,703,106.7,8.89,3,8,0,0,0,0,0,0
-1323913951254285800,F,en,3201,TRUE,TRUE,TRUE,569,106.7,8.89,3,8,0,0,0,0,0,0
4365203980530599e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
216249645100440480,M,fr,3201,FALSE,FALSE,TRUE,682,106.7,8.89,3,8,0,0,0,0,0,0
2031469196240998100,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-281576750167868e4,F,en,3201,FALSE,FALSE,TRUE,665,106.7,8.89,3,8,0,0,0,0,0,0
-1609857121456801800,M,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-8032249238397062e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
936542368738538800,M,fr,3201,FALSE,FALSE,TRUE,473,106.7,8.89,3,8,0,0,0,0,0,0
-1340446092959360300,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-8718869955352089e3,F,fr,3201,FALSE,FALSE,TRUE,392,106.7,8.89,3,8,0,0,0,0,0,0
6711380825713449e3,M,en,3201,TRUE,TRUE,TRUE,705,106.7,8.89,3,8,0,0,0,0,2,0
4274484246887179e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
7149859126676664e3,F,en,3201,TRUE,TRUE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-8250002556847498e3,M,es,3201,TRUE,TRUE,TRUE,566,106.7,8.89,3,8,1,0,0,0,0,0
3399599571762412e3,F,fr,3201,TRUE,FALSE,TRUE,600,106.7,8.89,3,8,0,0,0,0,0,0
692610436545678200,F,de,3201,FALSE,FALSE,TRUE,271,106.7,8.89,3,8,0,0,0,0,0,0
-180003185150027300,F,it,3201,FALSE,FALSE,TRUE,614,106.7,8.89,3,8,0,0,0,0,0,0
-841938620746320900,M,es,3201,FALSE,FALSE,TRUE,601,106.7,8.89,3,8,0,0,0,0,0,0
-5517943583237328e3,M,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
7278059178914603e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-5977639051653753e3,F,fr,3201,FALSE,FALSE,TRUE,650,106.7,8.89,3,8,0,0,0,0,0,0
7797050183915996e3,F,fr,3201,TRUE,FALSE,TRUE,653,106.7,8.89,3,8,0,0,0,0,0,0
7380865363076166e3,F,en,3201,TRUE,TRUE,TRUE,645,106.7,8.89,3,8,0,0,0,0,0,0
7344807088162707e3,F,es,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-3806228064321221600,F,de,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-7879466569439364e3,F,fr,3201,TRUE,TRUE,TRUE,558,106.7,8.89,3,8,10,0,0,0,0,0
1059121475122482700,F,en,3201,TRUE,TRUE,TRUE,673,106.7,8.89,3,8,2,0,0,0,0,0
1326967224397118700,M,en,3201,FALSE,FALSE,TRUE,148,106.7,8.89,3,8,0,0,0,0,0,0
-296238999504846500,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
3894514778361776e3,F,en,3201,FALSE,FALSE,TRUE,83,106.7,8.89,3,9,0,0,0,0,0,0
3714315677523389e3,F,en,3201,FALSE,FALSE,TRUE,381,106.7,8.89,3,8,0,0,0,0,0,0
-4503645348360290300,M,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
9131507681631527e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-5269821643077511e3,F,fr,3201,TRUE,FALSE,TRUE,674,106.7,8.89,3,8,0,0,0,0,0,0
210505607413309500,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
1302996068665488400,F,it,3201,TRUE,TRUE,TRUE,692,106.7,8.89,3,8,0,0,0,0,0,0
7844124247929691e3,M,fr,3201,FALSE,FALSE,TRUE,679,106.7,8.89,3,8,0,0,0,0,0,0
-6156284135261555e3,M,it,3201,TRUE,TRUE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
3394908704769976300,M,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
1488567411605305300,F,en,3201,TRUE,TRUE,TRUE,336,106.7,8.89,3,8,11,0,0,0,0,0
-1054766938043049200,F,fr,3201,FALSE,FALSE,TRUE,260,106.7,8.89,3,8,5,0,0,0,21,0
-7876148270535404e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
7801357863458214e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-1396262946348208600,F,it,3201,TRUE,FALSE,TRUE,134,106.7,8.89,3,8,0,0,0,0,0,0
-7703071176145955e3,F,de,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-1124642748345498200,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
6615434883846564e3,M,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-2754979590073417700,M,fr,3201,TRUE,TRUE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
1207564179610824400,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
1228958623921634300,M,en,3201,FALSE,FALSE,TRUE,11,106.7,8.89,3,8,0,0,0,0,1,4
5243866771217312e3,F,fr,3201,FALSE,FALSE,TRUE,429,106.7,8.89,3,8,0,0,0,0,0,0
2275146418436925400,M,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-2391059748707339e3,F,fr,3201,TRUE,TRUE,TRUE,14,106.7,8.89,3,8,0,0,0,0,1,1
-6990751481953613e3,F,de,3201,FALSE,FALSE,TRUE,664,106.7,8.89,3,8,0,0,0,0,0,0
1202573287844441900,F,en,3201,TRUE,TRUE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-3277111302433719300,F,en,3201,TRUE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
5837668009815226e3,M,fr,3201,TRUE,TRUE,TRUE,704,106.7,8.89,3,8,0,0,0,0,0,0
4798109295090347e3,F,it,3201,FALSE,FALSE,TRUE,261,106.7,8.89,3,8,0,0,0,0,0,0
-1872636584391611400,F,de,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
3316068262410593300,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
8477052889362582e3,F,de,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-7993885942321893e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-1569718241439784400,F,en,3201,FALSE,FALSE,TRUE,529,106.7,8.89,3,8,0,0,0,0,0,0
8296963334816793e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-6708964701796972e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-2749654242224366600,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
4.4131102372664243e+17,F,es,3201,TRUE,FALSE,TRUE,703,106.7,8.89,3,8,0,0,0,0,0,0
-560343874425159600,F,en,3201,TRUE,TRUE,TRUE,17,106.7,8.89,3,8,4,0,0,0,1,1
-7663218827699724e3,F,fr,3201,FALSE,FALSE,TRUE,421,106.7,8.89,3,9,0,0,0,0,0,0
-133246817845990050,F,it,3201,FALSE,FALSE,TRUE,399,106.7,8.89,3,8,0,0,0,0,0,0
-1380543721851519e3,F,en,3201,FALSE,FALSE,TRUE,686,106.7,8.89,3,8,0,0,0,0,0,0
7936628132202492e3,M,de,3201,TRUE,TRUE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
5628765518074325e3,M,de,3201,FALSE,FALSE,TRUE,453,106.7,8.89,3,8,0,0,0,0,0,0
-5102135308353209e3,F,de,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-5799082077995153e3,F,fr,3201,TRUE,FALSE,TRUE,167,106.7,8.89,3,8,0,0,0,0,1,0
4310292583348424e3,F,fr,3201,TRUE,TRUE,TRUE,635,106.7,8.89,3,8,0,0,0,0,0,0
-4388862567528015e3,F,it,3201,FALSE,FALSE,TRUE,653,106.7,8.89,3,9,0,0,0,0,0,0
-9146396901831082e3,M,en,3201,TRUE,TRUE,TRUE,87,106.7,8.89,3,8,23,0,0,0,0,0
6834573659045826e3,M,en,3201,FALSE,FALSE,TRUE,298,106.7,8.89,3,8,0,0,0,0,0,0
6102806675108372e3,F,fr,3201,FALSE,FALSE,TRUE,589,106.7,8.89,3,8,0,0,0,0,0,0
-7331569796981418e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-4798804619490116e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
3486578623215006e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
725734993914787300,F,fr,3201,TRUE,TRUE,TRUE,503,106.7,8.89,3,8,0,0,0,0,0,0
5068560242148556e3,F,fr,3201,FALSE,FALSE,TRUE,28,106.7,8.89,3,8,0,0,0,0,0,0
-2070027381727322e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
1256626044062285e3,F,it,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
3938332305497282e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
3770711224238947300,M,de,3201,TRUE,TRUE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
8487456936861214e3,F,fr,3201,FALSE,FALSE,TRUE,646,106.7,8.89,3,8,0,0,0,0,0,0
-370674536810217540,F,de,3201,FALSE,FALSE,TRUE,544,106.7,8.89,3,8,0,0,0,0,0,0
-817631224748762e4,F,it,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
8675516879726347e3,F,fr,3201,TRUE,FALSE,TRUE,705,106.7,8.89,3,8,1,0,0,0,0,0
-3608701288041135e3,F,en,3201,FALSE,FALSE,TRUE,507,106.7,8.89,3,8,0,0,0,0,0,0
6825953914991036e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-8274337085531742e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
6594271376001639e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
1232761393682105300,M,en,3201,TRUE,TRUE,TRUE,622,106.7,8.89,3,8,2,0,0,0,2,0
-5685166344405733e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
3130053651948526e3,M,de,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-4333301109062126e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-8143017874785823e3,M,fr,3201,FALSE,FALSE,TRUE,654,106.7,8.89,3,8,0,0,0,0,0,0
-7156877941409347e3,F,en,3201,FALSE,FALSE,TRUE,160,106.7,8.89,3,8,5,0,0,0,0,1
365220937595971650,F,en,3201,FALSE,FALSE,TRUE,244,106.7,8.89,3,8,0,0,0,0,3,0
8886388916603721e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-3775461134477323300,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
8951836509196798e3,M,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-5170370450850823e3,F,en,3201,FALSE,FALSE,TRUE,429,106.7,8.89,3,8,0,0,0,0,0,0
-1888517013316253700,M,it,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
8558572119095066e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-8381890591457075e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
2492227502773804e3,F,it,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
2206579623671357700,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-5795664560030885e3,F,fr,3201,TRUE,FALSE,TRUE,14,106.7,8.89,3,8,29,0,0,0,1,2
-7184751168870739e3,F,en,3201,FALSE,FALSE,TRUE,253,106.7,8.89,3,8,49,0,0,0,31,1
-3570086213836521e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
4572237290420718e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
454581161407703e4,F,it,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-432850268738294e4,F,it,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-3101013097936058400,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-7279597432108877e3,M,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-8635697603847793e3,F,es,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,1,0
-9129413463710579e3,M,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
919784061946037500,M,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
6255932877381822e3,F,en,3201,FALSE,FALSE,TRUE,661,106.7,8.89,3,8,0,0,0,0,0,1
-626602839589654e4,F,it,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-496745189721779e4,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-1435481176646973e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-4266928830681049e3,M,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-392266107497988740,F,fr,3201,FALSE,FALSE,TRUE,429,106.7,8.89,3,8,0,0,0,0,0,0
-2324714282351646e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-4204922840397268e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-292867520347604e4,F,es,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
4965191688690607e3,M,fr,3201,TRUE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-161692356569036580,M,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-7228706083319107e3,M,it,3201,TRUE,TRUE,TRUE,419,106.7,8.89,3,8,0,0,0,0,0,0
7609715023139346e3,F,fr,3201,FALSE,FALSE,TRUE,703,106.7,8.89,3,8,0,0,0,0,0,0
-862324223714612100,F,de,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-639503729055897600,F,en,3201,TRUE,TRUE,TRUE,662,106.7,8.89,3,8,2,0,0,0,0,1
-487399877282008e4,F,en,3201,TRUE,TRUE,TRUE,581,106.7,8.89,3,8,0,0,0,0,0,0
-6725603566754356e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-8725907351301143e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
5648437261686005e3,F,es,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
1935136983659528e3,M,it,3201,FALSE,FALSE,TRUE,571,106.7,8.89,3,8,0,0,0,0,0,0
-2220885579504992e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,8,0
8177303874617498e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
7914107968874183e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-3318188414597227e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
5502276133786317e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-1060481679578396800,M,en,3201,TRUE,TRUE,TRUE,34,106.7,8.89,3,8,0,0,0,0,0,1
-6760254017894676e3,F,es,3201,TRUE,TRUE,TRUE,666,106.7,8.89,3,8,0,0,0,0,0,0
6327902911259984e3,M,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-3743892175885232600,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-1358875419776846800,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
443360178277599040,F,en,3201,TRUE,TRUE,TRUE,90,106.7,8.89,3,8,3,0,0,0,11,0
1.1881395820606701e+17,F,it,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
9176231882912436e3,M,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
5002246875329535e3,M,en,3201,FALSE,FALSE,TRUE,370,106.7,8.89,3,8,0,0,0,0,1,0
-530715489619866e4,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-1798007053106594300,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-6030330408718766e3,F,it,3201,TRUE,TRUE,TRUE,367,106.7,8.89,3,8,11,0,0,0,0,0
-7981906370480358e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-2505501741896133600,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
1158255619540921900,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-3567034655173486600,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
8466216590794761e3,F,en,3201,FALSE,FALSE,TRUE,407,106.7,8.89,3,8,0,0,0,0,0,0
-1085003424881089200,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-5420728194787948e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
5384128722237418e3,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-3427728186325358e3,M,en,3201,FALSE,FALSE,TRUE,594,106.7,8.89,3,8,0,0,0,0,0,0
3676250370559038500,F,en,3201,TRUE,TRUE,TRUE,639,106.7,8.89,3,8,0,0,0,0,0,0
7756953361874324e3,M,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
3498007179141597e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-617985123489035900,F,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-585005283225029e4,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
3151060916554174500,F,fr,3201,FALSE,FALSE,TRUE,361,106.7,8.89,3,9,0,0,0,0,0,0
2089092195273130200,M,it,3201,TRUE,TRUE,TRUE,618,106.7,8.89,3,8,3,0,0,0,0,0
-3491259092506278400,F,fr,3201,FALSE,FALSE,TRUE,642,106.7,8.89,3,8,0,0,0,0,1,0
576616176149539e3,F,de,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
5459434963077986e3,M,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-6107757079271014e3,M,fr,3201,TRUE,FALSE,TRUE,604,106.7,8.89,3,8,0,0,0,0,0,0
-4943114218138544e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
4605381935076615e3,F,en,3201,TRUE,FALSE,TRUE,680,106.7,8.89,3,8,0,0,0,0,0,0
4400638092181802e3,F,it,3201,FALSE,FALSE,TRUE,574,106.7,8.89,3,8,0,0,0,0,2,0
4690776990975209e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
4848673942532443e3,F,it,3201,FALSE,FALSE,TRUE,683,106.7,8.89,3,8,0,0,0,0,1,0
-8715435584267827e3,F,it,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
6529845023059383e3,M,en,3201,FALSE,FALSE,TRUE,603,106.7,8.89,3,8,0,0,0,0,0,0
-7852865706447714e3,M,fr,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-715490701171919700,F,fr,3201,FALSE,FALSE,TRUE,373,106.7,8.89,3,8,0,0,0,0,0,0
7102850399060681e3,F,en,3201,FALSE,FALSE,TRUE,486,106.7,8.89,3,8,2,0,0,0,3,0
-770557398051255200,M,en,3201,FALSE,FALSE,TRUE,640,106.7,8.89,3,8,0,0,0,0,0,0
911436163787486e3,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
-1253450889507504400,F,it,3201,TRUE,TRUE,TRUE,36,106.7,8.89,3,8,0,0,0,0,0,0
-2786672839633885700,F,en,3201,FALSE,FALSE,TRUE,705,106.7,8.89,3,8,0,0,0,0,0,0
4093014503189267500,M,en,3201,FALSE,FALSE,TRUE,568,106.7,8.89,3,8,0,0,0,0,0,0
-7665573740641087e3,F,es,3201,FALSE,FALSE,TRUE,221,106.7,8.89,3,8,1,0,0,0,3,0
5264283446246041e3,F,fr,3201,FALSE,FALSE,TRUE,522,106.7,8.89,3,8,0,0,0,0,0,0
